rep,model,item_id,noun,det,construction,item_type,vp_set,sentence,raw_response,rating,timestamp
25,claude,c023,people,three,existential,critical,12,There were three people sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.540725
25,claude,fd03,NA,NA,NA,filler_degraded,NA,He denied to have seen the suspect that evening.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.605106
25,claude,c107,folks,several,existential,critical,6,There were several folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.672500
25,claude,fu12,NA,NA,NA,filler_ungram,NA,Books the are on shelves the in wrong the order.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.733697
25,claude,c083,folks,three,existential,critical,10,There were three folks milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.798782
25,claude,c114,folks,several,agentive,critical,9,Several folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.858539
25,claude,c077,folks,three,existential,critical,7,There were three folks crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.916935
25,claude,c035,people,several,existential,critical,2,There were several people sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:43.984475
25,claude,c059,people,several,existential,critical,14,There were several people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.043632
25,claude,c026,people,three,agentive,critical,13,Three people argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.108382
25,claude,c126,folks,several,agentive,critical,15,Several folks ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.170396
25,claude,c072,folks,three,agentive,critical,4,Three folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.237762
25,claude,c080,folks,three,agentive,critical,8,Three folks chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.299175
25,claude,c078,folks,three,agentive,critical,7,Three folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.358382
25,claude,c087,folks,three,existential,critical,12,There were three folks sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.420056
25,claude,c006,people,three,agentive,critical,3,Three people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.488433
25,claude,c096,folks,three,agentive,critical,16,Three folks read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.554937
25,claude,c069,folks,three,existential,critical,3,There were three folks standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.622291
26,claude,c061,people,several,existential,critical,15,There were several people eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.690131
26,claude,c084,folks,three,agentive,critical,10,Three folks milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.748215
26,claude,c020,people,three,agentive,critical,10,Three people milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.815893
26,claude,c053,people,several,existential,critical,11,There were several people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.881908
26,claude,c123,folks,several,existential,critical,14,There were several folks sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:44.949609
26,claude,c099,folks,several,existential,critical,2,There were several folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.015485
26,claude,c060,people,several,agentive,critical,14,Several people slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.079377
26,claude,fg06,NA,NA,NA,filler_good,NA,He finished reading the report before dinner.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.137381
26,claude,c110,folks,several,agentive,critical,7,Several folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.202463
26,claude,c016,people,three,agentive,critical,8,Three people chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.266093
26,claude,c049,people,several,existential,critical,9,There were several people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.324969
26,claude,c075,folks,three,existential,critical,6,There were three folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.393003
26,claude,c013,people,three,existential,critical,7,There were three people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.458143
26,claude,fg02,NA,NA,NA,filler_good,NA,She locked the door before leaving the house.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.524776
26,claude,fd06,NA,NA,NA,filler_degraded,NA,The children was playing outside when it started raining.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.590393
26,claude,c064,people,several,agentive,critical,16,Several people read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.654890
26,claude,c080,folks,three,agentive,critical,8,Three folks chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.715937
26,claude,fm07,NA,NA,NA,filler_mild,NA,The report that the committee had finally submitted was longer than expected.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.783609
26,claude,c112,folks,several,agentive,critical,8,Several folks chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.851121
26,claude,fu05,NA,NA,NA,filler_ungram,NA,Been sleeping is he since early this morning still.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.918611
26,claude,c034,people,several,agentive,critical,1,Several people waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:45.983193
26,claude,fu10,NA,NA,NA,filler_ungram,NA,Yesterday the were playing children outside in rain.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.051227
26,claude,fu06,NA,NA,NA,filler_ungram,NA,There cats two are the on mat sitting now.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.118239
26,claude,fm02,NA,NA,NA,filler_mild,NA,The old man the boats during the summer months.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.185921
26,claude,fu09,NA,NA,NA,filler_ungram,NA,Not she does understand the at question all here.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.246285
26,claude,fm04,NA,NA,NA,filler_mild,NA,What did you wonder whether she bought?,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.313433
26,claude,c124,folks,several,agentive,critical,14,Several folks slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.381005
26,claude,fg11,NA,NA,NA,filler_good,NA,The train arrived exactly on schedule.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.447922
26,claude,c070,folks,three,agentive,critical,3,Three folks stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.505638
26,claude,fu11,NA,NA,NA,filler_ungram,NA,To she tried the open but door was locked.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.565181
26,claude,c074,folks,three,agentive,critical,5,Three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.632792
26,claude,c010,people,three,agentive,critical,5,Three people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.700211
26,claude,fd02,NA,NA,NA,filler_degraded,NA,She suggested him to leave the room immediately.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.766272
26,claude,c090,folks,three,agentive,critical,13,Three folks argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.826463
26,claude,fm05,NA,NA,NA,filler_mild,NA,Who do you think that saw the accident?,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.893750
26,claude,c111,folks,several,existential,critical,8,There were several folks chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:46.961056
26,claude,c066,folks,three,agentive,critical,1,Three folks waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.027491
26,claude,c027,people,three,existential,critical,14,There were three people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.093836
26,claude,fu08,NA,NA,NA,filler_ungram,NA,The from house the walked man slowly away then.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.160996
26,claude,fg10,NA,NA,NA,filler_good,NA,She remembered to bring the keys this time.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.224070
26,claude,c115,folks,several,existential,critical,10,There were several folks milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.284500
26,claude,fg04,NA,NA,NA,filler_good,NA,The manager approved the budget on Friday.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.349771
26,claude,c007,people,three,existential,critical,4,There were three people walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.417387
26,claude,c043,people,several,existential,critical,6,There were several people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.481200
26,claude,c073,folks,three,existential,critical,5,There were three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.546247
26,claude,c083,folks,three,existential,critical,10,There were three folks milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.608557
26,claude,c004,people,three,agentive,critical,2,Three people sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.675942
26,claude,c126,folks,several,agentive,critical,15,Several folks ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.743543
26,claude,c035,people,several,existential,critical,2,There were several people sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.803283
26,claude,c095,folks,three,existential,critical,16,There were three folks reading in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.870795
26,claude,c128,folks,several,agentive,critical,16,Several folks read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:47.936916
26,claude,fg03,NA,NA,NA,filler_good,NA,Two large dogs ran across the empty road.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.004645
26,claude,c078,folks,three,agentive,critical,7,Three folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.063533
26,claude,c051,people,several,existential,critical,10,There were several people milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.122806
26,claude,fd08,NA,NA,NA,filler_degraded,NA,Us went to the park after the movie ended.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.190878
26,claude,c072,folks,three,agentive,critical,4,Three folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.249083
26,claude,c024,people,three,agentive,critical,12,Three people sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.316294
26,claude,c008,people,three,agentive,critical,4,Three people walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.383896
26,claude,c011,people,three,existential,critical,6,There were three people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.451337
26,claude,c033,people,several,existential,critical,1,There were several people waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.511503
26,claude,fd12,NA,NA,NA,filler_degraded,NA,He recommended her to apply for the position immediately.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.579046
26,claude,c107,folks,several,existential,critical,6,There were several folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.640237
26,claude,fg12,NA,NA,NA,filler_good,NA,Several new shops opened on the high street.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.699430
26,claude,c028,people,three,agentive,critical,14,Three people slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.764903
26,claude,c092,folks,three,agentive,critical,14,Three folks slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.831025
26,claude,fu12,NA,NA,NA,filler_ungram,NA,Books the are on shelves the in wrong the order.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.890751
26,claude,c030,people,three,agentive,critical,15,Three people ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:48.951252
26,claude,c102,folks,several,agentive,critical,3,Several folks stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.019069
26,claude,c117,folks,several,existential,critical,11,There were several folks loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.082889
26,claude,fg09,NA,NA,NA,filler_good,NA,Many tall trees line the edge of the park.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.145967
26,claude,c103,folks,several,existential,critical,4,There were several folks walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.206573
26,claude,fm12,NA,NA,NA,filler_mild,NA,Rarely if ever does anyone bother to check the figures twice.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.267646
26,claude,c127,folks,several,existential,critical,16,There were several folks reading in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.331625
26,claude,fd05,NA,NA,NA,filler_degraded,NA,She explained him the rules of the game carefully.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.395216
26,claude,c018,people,three,agentive,critical,9,Three people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.458863
26,claude,c120,folks,several,agentive,critical,12,Several folks sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.526499
26,claude,fd03,NA,NA,NA,filler_degraded,NA,He denied to have seen the suspect that evening.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.594041
26,claude,c104,folks,several,agentive,critical,4,Several folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.655480
26,claude,fm11,NA,NA,NA,filler_mild,NA,What she actually said to him at the meeting was never entirely clear.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.719052
26,claude,fu03,NA,NA,NA,filler_ungram,NA,Into put the bag the groceries she all of.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.783470
26,claude,c059,people,several,existential,critical,14,There were several people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.846030
26,claude,c038,people,several,agentive,critical,3,Several people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.913206
26,claude,fm08,NA,NA,NA,filler_mild,NA,More people than originally anticipated showed up for the event.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:49.980557
26,claude,c006,people,three,agentive,critical,3,Three people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.047782
26,claude,c009,people,three,existential,critical,5,There were three people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.108172
26,claude,c022,people,three,agentive,critical,11,Three people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.172154
26,claude,c093,folks,three,existential,critical,15,There were three folks eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.233143
26,claude,fu01,NA,NA,NA,filler_ungram,NA,The walked dog the park in yesterday afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.291493
26,claude,c065,folks,three,existential,critical,1,There were three folks waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.350107
26,claude,c114,folks,several,agentive,critical,9,Several folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.417412
26,claude,fd07,NA,NA,NA,filler_degraded,NA,He insisted her to come along to the meeting.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.477606
26,claude,c122,folks,several,agentive,critical,13,Several folks argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.541878
26,claude,c040,people,several,agentive,critical,4,Several people walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.610329
26,claude,c045,people,several,existential,critical,7,There were several people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:38:50.677993
